comentario;nota;data
um verdadeiro ponto histórico, de cima conseguimos ver, como tudo é maravilhoso, alem de ser uma valor inexplicavel para conhece-lo, acredita que 0.15 centavos para conhecer um verdadeiro patrimonio;5.0;ago de 2012
a subida ao elevador é bem em conta, centavos, logo na subida uma vista fantástica da Bahia de todos os Santos, o Elevador fica a poucos metros do mercado modelo, outro ponto ideal para compra de artesanato.;4.0;set de 2012
Em geral muita sujeira, o que pode ser percebido por toda a cidade, mas a vista da natureza é muito bonita.;3.0;set de 2012
um verdadeiro ponto histórico, de cima conseguimos ver, como tudo é maravilhoso, alem de ser uma valor inexplicavel para conhece-lo, acredita que 0.15 centavos para conhecer um verdadeiro patrimonio.;5.0;set de 2012
Falta manutenção, e achei um pouco sujo, mas mesmo assim vale a pena conhecer, por apenas alguns centavos você pode ir da cidade alta a baixa.;3.0;abr de 2013
Sempre quis subir o elevado Lacerda, achei a taxa baratinha, pensar que foi construido a tantos anos, a medida que vai subindo vai avistando a cidade baixa, e o coração acelerando para chegar na cidade alta, vale a pena e tire uma foto dentro do elevador como lembrança.Quero voltar.;5.0;mar de 2013
É um ponto turístico quase que obrigatório para quem vem a Salvador. Um passeio legal e muito barato. A vista do alto é muito bonita e pode ser admirada em qualquer horário do dia. Sorvete obrigatório (aconselho). Cervejinha com os amigos também pode.;4.0;mai de 2013
O elevador Lacerda é um dos pontos turísticos mas visitados de Salvador porém esta abandonado!! Tem uma vista linda de lá, mas quando fui estava uma fila enorme pois apenas 1 elevador estava funcionando...;2.0;nov de 2012
A viagem é rápida, boa e também muito barata.  De cima do elevador é possível ver toda a parte de baixo da cidade e também ter acesso a vários outros lugares, como ao mercado Modelo.;3.0;set de 2012
A parte boa é que, se vc tiver sorte, vc pode ver a cidade enquanto desce um elevador, mas mesmo assim, não achei lá essas coisas, pq vc pega um monte de fila, gasta dinheiro, espera um tempão, só pra descer 10 segundo em um elevador lotado....;2.0;dez de 2012
O bom do elevador é não entrar!!! Rs!!!!! Ficar lá em cima contemplando a vista é melhor q descer p ir ao mercado modelo!!!!;2.0;jun de 2013
O elevador lacerda leva as pessoas da cidade alta para a cidade baixa em Salvador a um custo irrisório.Lá de cima é possível ver a Baia de todos os santos, é um must see da cidade.O lugar é bastante movimentado, portanto é bom ter cuidado com os pertences.;4.0;jun de 2013
O contexto histórico do Elevador Lacerda é bem interessante, tem um clima diferente mesmo, mas imaginei que numa revitalização conservariam parte das engrenagens antigas, mas é como se diz: é um elevador, com ascensorista e tudo, você paga poucos centavos para usar. A vista é linda, e o que salvou o contexto foi o sorvete de Tiramisu de uma sorveteria que fica no prédio do elevador, maravilhoso. Lá como em todo lugar com visitação turística pessoas abordam tentando entregar um santinho e fitinha, que é “presente”. Uma vez que você recebe, a investida é forte, só sossegam até que você abra a bolsa e pague algo, alguns até ameaçam. Não pare para conversar, se der espaço é pior. Uma saída é amarrar a fita no braço assim que chegar na cidade, e dizer: “Já ganhei”, e não dar ouvidos. A cidade é linda, tem seus problemas como qualquer uma outra, mas a pior parte que achei foi esse tipo de abordagem.;3.0;jun de 2013
Fica a alguns metros do Pelourinho. Paga R$0,15 para descer. Não é panorâmico. Liga a cidade alta com a cidade baixa. Os moradores de Salvador usam muito. Na cidade baixa em frente ao elevador tem o mercado modelo cheio de lembrancinhas para se comprar.;3.0;mai de 2013
Uma pena você nao ter vista do lado de fora do elevador enquanto ele sobe... Mas o que te espera lá em cima e lindo! Uma vista lindo sobre o mercado modelo, o mar e um lindo teatro assim que vc sai do elevador. Elevador sempre cheio, fila rápida.;4.0;mai de 2013
Momento mais tenso da minha viagem para Salvador, achei que poderia ser assaltado a qualquer hora. O elevador é muito antigo, tem vários vidros quebrados e varias pichações no prédio do elevador. Lamentavel;3.0;out de 2012
Eu acho que esse lado da cidade poderia ser mais bem cuidado, quando você olha de cima não percebe, mas quando você está lá embaixo e olha pra cima, vê as ruínas, poderiam pintar e cuidar mais do bem histórico.;3.0;ago de 2012
se vc esta de carro, deixe-o na parte de baixo do elevador, pois assim vc passa pelo mercado municipal ( varias opcoes de artesanatos) e vai curtindo a cidade. Leve dinheiro, pois precisarà pagar o flanelinha, o elevador e a sorveteria la em cima nao aceita cartao!;4.0;jun de 2013
É algo peculiar subir no elevador Lacerda. No entanto, tem que ficar atento, pois tem uma hora em que fecha.;3.0;abr de 2013
Local com a mais bela vista da baía. Fica próximo a outros pontos turísticos, fácil acesso (táxi, ônibus). Para usar o elevador é muito barato! Tens que tomar cuidado com os vendedores ambulantes.;4.0;set de 2012
"Esse é o ponto da foto tradicional. Se for ao mercado modelo ou ao pelourinho não deixe de fazer o sobe e desce do elevador. ""Caríssimos""R$0,15.";3.0;jul de 2013
Ponto histórico de Salvador, próximo ao pelourinho, uns dos pontos turísticos de imperdíveis por ter uma vista maravilho, principalmente no por do sol...;4.0;mar de 2013
O custo por pessoa é de 0,15 pra subir e 0,15 para descer. Parece até mentira! Mas, não é!! Podem acreditar!;4.0;jul de 2013
Visitei o local e não gostei da recepção do local, muita gente, difícil de estacionar, elevador muito cheio e o pior eu estava com muito medo de ser roubado, quando chegou na parte alta um rapas queria me obrigar a colocar uma fita no braço, informei que não queria e o mesmo bravo disse: É graça, nem de graça você quer? Informei que não e o cara ficou bravo, foi muito chato, mais a vista de cima é muito bonita. Aconselho ir para conhecer, vale a pena. Mais eu não volto lá nunca mais...;2.0;set de 2012
O elevador Lacerda é ponto obrigatório de visitação para qualquer turista que esteja visitando Salvador, através da subida ao elevador podemos ter uma ótima visão de cima da cidade, a estrutura é excelente e o preço melhor que tudo, amei o elevador...;5.0;out de 2012
O local esta um tanto abandonado, o horário que fomos crianças pedindo dinheiro, jogados no chão, o local estava em reforma apenas 1 elevador funcionando.É um ponto turístico importante da cidade, deve ser conhecido, mas esta falta estrutura, segurança! ;3.0;jul de 2013
Descobri que o elevador é mais utilizado como meio de transporte do que ponto turístico. É interessante por ser muito barato e rápido, mas não gostei da experiência. O lugar é claustrofóbico, sempre lotado, e o clima de insegurança me deixou tensa. Muitos trombadinhas e o calor chega a incomodar bastante. A vista do alto é maravilhosa, porém o elevador não tem vista panorâmica, o que tira bastante o encanto do local. Chega a ser estranho passar por Salvador e não visitar o elevador Lacerda mas, sinceramente, não voltaria.;3.0;mar de 2013
Por miseros centavos voce sobe em um elevador grande da cidade baixa para a alta, cumpre bem o papel de unir essas duas regioes da cidade.;3.0;out de 2012
"Não tem absolutamente nada demais, não é um elevador com vista panorâmica ou diferente como um dia pensei, é um elevador normal, porém o prédio é sujo, mal conservado, com teias de aranha e cheio de trombadinhas em volta, custa 0,15 para utilizá-lo numa ""viajem"" de uns 20 segundos, sinceramente não pretendo voltar porque realmente não tem nada demais, mas como ponto turístico vale uma primeira visita pra quem nunca foi.";2.0;jun de 2013
Apesar de não se ter a vista panorâmica de dentro do elevador, não deixa de ser um programa sair da cidade baixa para a parte alta através do elevador. As cabines ficam abarrotadas mas a viagem é curtíssima. De cima aprecia-se a bela vista da cidade baixa e da Baía de Todos os Santos.;3.0;mai de 2013
"O elevador é o cartão postal da cidade, mas podia ser modernizado e transformado em panorâmico e com ar condicionado. Lá dentro é muito abafado, embora o deslocamento seja bem rápido. No local havia segurança. Ao sair do elevador, na parte superior, é possível avistar toda a Baía de Todos os Santos, o forte São Marcelo, ilha de Itaparica, etc. No entorno do elevador há alguns pedintes e ""doadores de fitinhas"" bem insistentes. Recuse e siga adiante.  A polícia estava presente e foi possível tirar fotos de todos os lugares. ";3.0;jul de 2013
Se você já o viu em foto não irá se surpreender positivamente, não tem nada espetacular. O serviço é pago, e os funcionários mau humorados. Muito comércio irregular ao redor e sujeira.;3.0;dez de 2012
Quem vai a Salvador, tem q conhecer as inúmeras atracões turísticas, porém o elevador deveria ser mais limpo, organizado, sem aquele monte de gente chata de vendendo guelra a baixo um monte de coisas inúteis, aff, gente mais chata, tinha q ter um controle maior para q essa situação não estragasse os passeiosdos turistas, que se irritam com tanta venda desnecessária e chataaaaaa.;3.0;dez de 2012
Parece bonito, mas é apenas um meio de transporte, bem barato (15 centavos). Há muitos pedintes, muito cuidado com as bolsas e dinheiro. A vista lá de cima é muito bonita, no entanto.;3.0;jun de 2013
Visitamos o local no período do reveion e nos decepcionamos com o descaso com um dos principais pontos turísticos da cidade. Flanelinhas, pedintes e prostituição constituíam o ambiente do local. Muitos turistas aguardando para conhecer o local sem nenhuma estrutura. Num período de grande fluxo apenas 1 elevador funcionava.;1.0;jan de 2013
Legal mas é apenas o Elevador mesmo, o panorâmico estava em reforma, mas senti falta de saber a história daquele local, da construção e etc...;3.0;jul de 2013
A vista da cidade baixa é linda!Achei que o elevador deveria ser mais preservado, pois vi descuido e sujeira.Como turista ao visitar o local eu não me senti 100% segura... a impressão que eu tinha era que se eu não tomasse cuidado seria roubada, e isso é triste porque o lugar é lindo e tem uma linda cultura!;4.0;fev de 2013
O lugar é perfeito, Vista Maravilhosa sem contar que o valor estava muito em conta. O que não gostei é que o lugar estava meio sujo quando fui. Mas de resto perfeito para fotos e muito mais.;4.0;jul de 2012
Se estiver lotado vira sufoco descer naquele elevador... deveria ser panoramico mas infelizmente não é!!! o preço é barato, o ruim é o calor...rsrsrsrs;1.0;ago de 2012
Apesar de ser uma atração simples, é muito interessante.A vista é bonita, o preço é MUITO barato. Não tem tumulto, vale a pena conferir.;4.0;fev de 2013
Andar No elevador Lacerda é uma experiência única em Salvador. O visual é lindo e é muuuuuuito barato. Tem fila, durante a semana é maior ainda pq a população da cidade usa-o normalmente. Mas anda rápido. ;5.0;nov de 2012
é um 'coletivo' para os moradores da cidade, mas pra turista, é um passeio turístico, super barato, R$0,15 (e parece que é este preço há alguns anos já), e rapidinho une a parte alta com a parte baixa... o único problema é q nao é panorâmico, poderia ser, seria bastante interessante...;3.0;jun de 2013
Subir este elevador da cidade baixa para a cidade alta. A vista que se descortina lá de cima, do forte Marcelo, de Itaparica, da Baia de todos os santos, é simplesmente incrível. Se der para subir um pouco antes do por-do-sol, melhor, o sol se põe atrás da ilha. ;5.0;jun de 2013
Logo que entramos na cidade alta vemos ao elevador, em frente tem  uma praça com um mirante pra bahia de todos os santos com uma vista deslumbrante, fiquei bastante tempo admirando.Agora na hora de pegar o elevador foi uma decepção,  esperava uma vista panorâmica da cidade baixa, porém havia só concreto.O que vale é a vista!;4.0;mai de 2013
Foi criado com o intuito de facilitar a vida de quem precisa se locomover em Salvador!Liga a cidade alta à cidade baixa, por alguns centavos 15 se não me engano.Pontos de ônibus próximos, tanto na cidade alta, quanto na cidade baixa.Liga o Pelourinho, ao Mercado Modelo.;4.0;jul de 2012
Sujo, bagunçado, abandonado, e muitos outros adjetivos ruins, mas as pessoas precisam dele como meio de transporte.;1.0;fev de 2013
É apenas uma forma de locomoção vertical para quem quer ir da rua mais alta para a outra. O elevador é literalmente um elevador, fechado. É mais legal ver por fora que outra coisa.;2.0;jul de 2012
Ao subir o elevador, la em cima voce se depara com o que considero uma das mais belas paisagens da Bahia, é imperdivel. O que decepciona um pouco é a limpeza precaria e consequentemente o odor que se sente quando ainda na parte de baixo, Outra coisa são os vendedores, que embora credenciados e gentis, exageram na insistencia junto ao turista, os deixando pouco a vontade com isso. De qualquer forma com um pocuo de bom humor e paciencia não deixe de fazer este passeio e desfrutar da linda paisagem;4.0;out de 2012
O Elevador Lacerda está mal cuidado. Ao entrar, incrível, há goteiras nele! O turista não tem qualquer lembrete sobre sua história.;2.0;jun de 2013
Muito doido pensar que temos um elevador para nos levar da cidade baixa para a cidade alta! Mas, em Salvador temos! E é bem rápido, não tem fila e custa moedinhas. Vale o passeio pitoresco!Mas......... Cuidado, em Salvador, todo cuidado é pouco. Nas cercanias temos muitos menores infratores e ladrões de carteiras, cuidado com câmereas e bolsas!;4.0;jul de 2012
Salvador ...com todos seus problemas é lindo tem uma energia incrível! O elevador em si não é uma experiência das mais agradáveis pois é um meio de transporte e esta sempre cheio apesar de ser bem turístico a vista é IMPRESSIONANTE... A Bahia de todos os Santos a cor da água,igrejas casas tombadas pelo patrimônio histórico e a cidade baixa sem contar o elevador em si....boa pausa para fotos.Recomendo muito a sorveteria que fica no elevador Lacerda na cidade alta muito bom,sabores especiais e frutas regionais imperdível!;5.0;fev de 2013
Eu achei bem bobo, pra falar a verdade. É bem mais negócio parar para admirar a vista da parte de cima do acidente geográfico (desde que tenha paciência para evitar os ambulantes). Mas tem que ir, é tradicional e vale para que você tenha sua própria opinião.;1.0;jul de 2012
a vista na parte de baixo em frente ao mercado modelo e linda um bela obra da engenharia, agora andar no elevador e pessimo, o calor e insuportavel deveria ter um melhor sistema de refrigeracao em todo o complexo do elevador, e poderiam instalar um elevador panoramico a vista seria linda,;3.0;mar de 2013
"Elevador Lacerda, que é um elevador para transporte de passageiros da parte baixa à parte alta da cidade, ao valor de R$ 0,15 (isto mesmo, quinze centavos por pessoa / por percurso) com 04 cabines existentes disponível para o transbordo dos passageiros, tanto para subir, quanto para descer; quem estiver passando por perto vale um passeio de algumas horas para conhecer o Elevador Lacerda, Pelourinho e algumas lindas e antigas igrejas.O Elevador Lacerda é o primeiro elevador urbano do mundo. Em 8 de dezembro de 1873, quando foi inaugurado, era o mais alto do mundo, cerca de 63 metros de altura.  Localizado na cidade de Salvador, cumpre a função de transporte público entre a Praça Cairu, na Cidade Baixa, e a Praça Thomé de Souza, na Cidade Alta. Hoje é um dos principais pontos turísticos e cartão postal da cidade.Do alto de suas torres, descortina-se a vista da Baía de Todos-os-Santos, do Mercado Modelo e, ao fundo, o Forte do Mar.";5.0;mar de 2013
Não tem nada para fazer, somente tirar fotos. A paisagem é bem legall e as fotos ficam ótimas, mas não vi nada de mais não. O lugar é muito famoso e a vista é ótima. Não desci até o mercado, porém dizem que não perdi nada.;3.0;abr de 2013
Na parte de baixo tem o Mercado Modelo e na de cima a bela visão da Baia de Todos os Santos. Não carregue nada de valor pois frequentemente sabemos de assaltos no elevador.;3.0;dez de 2012
Um ícone de Salvador que precisa de manutenção e conservação. Além de ser um cartão postal de Salvador é meio de transporte para muita gente diariamente, ligando a cidade alta a cidade baixa.;5.0;jan de 2013
O Elevador Lacerda é uma das marcas registradas da capital baiana. De cima, o turista tem uma maravilhosa visão da parte baixa de Salvador e do mar, que merecem ser fotografados. DICA: não deixem de ir na lanchonete e sorveteria que ficam na parte alta da cidade, bem na entrada do elevador.;4.0;nov de 2012
Não tem muito o que fazer a não ser admirar a paisagem que é linda! E logo do lado já comer a comida típica dos Baianos, o acarajé, meu rei!;4.0;mai de 2012
Elevador maior de salvador amoo ir lá s´´o fui 1 vez mas quero ir mais tomara que minha mãe me leve né mamae??;4.0;jan de 2013
Fazia muito tempo que não ia ao Elevador Lacerda. Revisitei o ano passado e é muito bom sentar ali, comer alguma coisa e ficar observando Salvador lá de cima.;4.0;jul de 2012
Se estiver em Salvador tem que conhecer o elevador, a vista é incrível.. Apesar da lotação no mês de carnaval, vale a pena conhecer!;4.0;fev de 2013
Pense num lugar sujo, mal cheiroso, cheio de vendedores querendo te empurrar a qualquer custo quinquilharias, fitinhas, todo tipo de coisa inútil, no mais das vezes com uma persistência quase violenta. Este é o Elevador Lacerda. Mesmo assim você vai? Boa sorte porque eu não volto nunca mais!;1.0;fev de 2013
Ao subirmos o Elevador de Lacerda não imaginamos a vista que teríamos de lá.... ficamos simplesmente maravilhados com a vista da baia de Salvador, um verdadeiro cartão postal da cidade. Excelente local para fotografar.;5.0;set de 2012
Vive constantemente quebrado dificultando a ligação entre as duas partes da cidade. Lugar propenso a pequenos furtos;1.0;mar de 2013
paga-se 0,15 centavos para descer nao tem vista de dentro do elevador, e quando chega em baixo tem um comercio muito agitado.  melhor ter um pouco de cuidado nessa area.;4.0;mar de 2013
A vista é bonita, mas o local, o elevador em si precisa melhorar mto, o pior é o assédio de pessoal pedindo esmolas.Mas mesmo assim ir a Salvador e Não descer no Elevador Lacerda para chegar no Mercado Modelo seria frustrante.;3.0;abr de 2012
Utilizei para ir à cidade alta mas o calor era de matar, e não há ventilação alguma. Custa pouco (R$0,15) e é rápido. Estão reformando mas por enquanto só serve pra transprte mesmo, não dá nem pra considerar ser um passeio.;3.0;mar de 2013
Como fator histórico e de observação da paisagem é fantástico. É um local de forte comércio e falta organização e limpeza do local, sendo necessário ter muito cuidado com os pertences como máquinas fotográficas, documentos e dinheiro.;3.0;fev de 2013
quando usar pela primeira vez, use no sentido para baixo! é como em um parque de diversões, Voçe pensa que o bixo vai cair! muito legal e pratico! mercado modelo em baixo, pelourinho em cima.;4.0;mar de 2012
Está muito mal cuidado, sujo e cheirando mal. Faz um monte de barulhos durante o trajeto.Pra chegar até lá fica um monte de ambulantes de oferencedo um monte de coisas. É dificil, as vezes os turistas precisam ser mal educados pra conseguir passar.;3.0;jul de 2012
O elevador e uma bela construcao para ser vista pelo lado de fora. O que deveria ser pratico nao passa de uma atracao suja e desconfortavel. As filas sao longas, o calor um absurdo e a sujeira caracteristica de Salvador (infelizmente).Vale mais pegar um taxi para transitar entre a cidade alta x baixa em Salvador;2.0;jan de 2013
Elevador que liga a cidade alta até o mercado. Usado pelos locais para deslocamento, ha muita fila no sobe e desce. Vale a visita pelo valor historico e pela vista no elevador panoramico. Interessante. ;3.0;ago de 2012
Acho que a vista mais linda da cidade de Salvador é feita do Elevador Lacerda. É espetacular, adorei! A única coisa que me decepcionou um pouco foi que eu pensava que a gente descia pelo elevador vendo a paisagem, mas não, é um elevador comum, como de um edifício, todo fechado...rsrsrs...mas vale muito a pena!!!;4.0;jan de 2013
Só não gostei da abordagem que os vendedores fazem aos turista na Igreja do Senhor do Bonfin,+ a Igreja é tão linda,que nem isso estraga o passeio.;5.0;dez de 2012
Só serve pra ir lá e tirar uma foto pra falar que esteve em Salvador, mas acho que não faz falta nehuma não ir lá.;1.0;mar de 2012
A vista é linda, peguei fila para fazer a descida pois, apenas uma cabine estava funcionando. O valor de 15 centavos é justo e a limpeza um pouco precária.;4.0;jan de 2013
É bonito de ver e fotografar. A vista da praça da cidade alta onde se pega o elevador é sensacional, mas o elevador em si é uma decepção: Filas enormes, espaço sujo, barulhento, e você fica exposto ao sol além da luta que é para se livrar dos ambulantes que são insistentemente chatos. O preço vale a pena (apenas R$0,15) mas não passa de um elevador velho e desconfortável.;2.0;jan de 2013
O elevador é muito bonito por fora, ótimo para tirar foto e falar que esteve na Bahia. No entanto, a fila para entrar no elevador, especialmente quando se chega com muitos turistas é  enorme e demora pelo menos 20 min, dentro do Hall do elevador é muito quente e sem ventilação. Está em reforma há um bom tempo segundo os que moram lá. O elevador, apesar da localização ótima não é panorâmico, logo não é possível ver nada de dentro.;2.0;jan de 2013
"A visita a Salvador foi de apenas algumas horas, pois estávamos no trânsito de um cruzeiro marítimo.Assim que o navio atracou no porto de Salvador, fomos imediatamente rumo ao Elevador Lacerda, que é um elevador para transporte de passageiros da parte baixa à parte alta da cidade, ao valor de R$ 0,15 (isto mesmo, quinze centavos por pessoa / por percurso), porém ele estava em reforma, ou seja, das 04 cabines existentes, somente 01 delas estava disponível para o transbordo dos passageiros, tanto para subir, quanto para descer; Foi um tanto quanto demorado, mas como estávamos passeando, valeu a pena.Chegando na parte de cima, fomos dar um passei pelo Pelourinho, não tivemos problemas algum referente a nossa segurança, e nenhum imprevisto também.Conseguimos ver a escola Olodum tocando, foi bem legal.Na descida, paramos no Mercado Municipal, que para minha surpresa, não tinha muitos lugares para comer, somente lojas de artesanatos, um mais bonito que o outro.Artigos em couro são bem baratos por lá, bem como as barraquinhas com água, acarajé, cerveja, também são super em conta.A cidade é um tanto quanto suja e mal conservada, o que é uma pena, mas para quem estiver passando por perto vale um passeio de algumas horas para conhecer o Elevador Lacerda, Pelourinho e algumas lindas e antigas igrejas.";3.0;dez de 2012
"Uma fila gigantesca para descer  na ""cidade baixa"", para fazer compras no mercado modelo para o acesso rápido acesso seria o mais o ELEVADOR LACERDA (ponto turistico da cidade) se funcionassem os 4 elevadores, só funciona um! Ir uma vez pra não querer ir mais!!! um lugar muito sujo e um calor infernal e pessoas reclamando, xingando o políticos da cidade. UM HORROR!!!Ir uma vez pra não querer ir mais!!!";1.0;jan de 2013
Vale pela sensação de colocar a moedinha e ir até o Mercado Público na cidade baixa. Bem interessante a quantidade de pombas que tinha naquela área.;4.0;abr de 2012
Em um dia na semana ás 17:30 o elevador já estava fechado.Lembrando que todo sábado e domingo o elevador fecha ás 18:00.Só funcionam 2 cabines terminando gerando filas imensas para descer o Elevador Lacerda.Estou desapontado com um dos pontos turísticos de Salvador.;1.0;dez de 2012
"Fiquei muito decepcionada com Salvador: cidade suja e povo que só se preocupa com o dinheiro dos turistas e não é nada receptivo. Passamos por maus momentos em Salvador, mais precisamente no Centro Histórico. Já na chegada fomos abordados por um ""guia"", e inicialmente entendemos que ele queria nos indicar um estacionamento, mas não era bem isso... correu o tempo todo atrás de nós, dizendo onde deveríamos entrar e parar. Depois de 10 minutos, nos levou a um estacionamento pago. Quando descemos do carro, ele veio com a história de que o nome dele era Paciência e que nós deveríamos ter paciência por lá... essa história já me irritou!!! Depois disso nos falou que era guia na cidade e iria nos contar a história de Salvador. Quando perguntei o valor ele me pediu para deixar para lá, que acertaríamos no final. Insisti muito até ele me dizer: R$ 45,00 por pessoa por uma hora de passeio entre o Pelourinho e Elevador Lacerda e detalhe: estávamos em 4 pessoas, sendo duas crianças. Achei o valor um absurdo, ainda mais porque o passeio seria feito todo a pé, em locais próximos, nada que justificasse gastar R$ 180,00 por uma hora de historinhas... e quando dispensamos ele veio a maior surpresa: ele foi extremamente grosseiro e nos cobrou inclusive por ter indicado o estacionamento, que era pago! Claro que ficamos com medo, pois estávamos numa cidade estranha, então localizamos um policial, onde efetuamos o pagamento à ele. Salvador é uma cidade onde as pessoas esperam tudo dos turistas: dinheiro, atos que demonstram respeito pelos nativos e muita paciência para aturar os mil e dois vendedores que te abordam querendo vender coisinhas inúteis, caras e colocar as ditas fitas do Senhor do Bom Fim. Chegando no Elevador Lacerda, a vista compensou um pouco o estresse, porém, não descemos o elevador, pois a fila era quilométrica! Depois de passar tanta raiva e estar morrendo de medo, desistimos até de conhecer melhor o Pelourinho e ver a casa de famosos e onde Michael Jackson gravou. Me arrependi de ter ido para Salvador, saindo do conforto da Costa do Sauípe, onde estávamos hospedados, pois foi um dia perdido!!!";2.0;dez de 2012
é um ponto turistico portanto tem que estar sempre fucionando,quando vem alguém que quer conhecer eu não recomendo,se bem que a vista de lá é belissima.;2.0;jun de 2012
Maravilhosa visão da Baia de Todos os Santos. Reformado em granito. Aparentemente bem higienizado. Só não gostei da inconveniente abordagem de vendedores ambulantes. ;3.0;set de 2012
Pouco policiamento, fluxo muito intenso de pessoas. Ambulantes querendo te dar a fitinha com o argumento que é de graça, mas não aceite, porque serve de chamariz de ladrões por terem certeza de que você é turista.;3.0;jun de 2012
O elevador é sujo e fedido, não gostei muito, a vista é bonita, ams as janelas estão todas meio encardidas, fora que o elevador é extremamente quente e lotado.;2.0;ago de 2012
Andar só para dizer que foi mesmo...é lotado e quente ! ! ! Mas a vista de lá de cima é linda !!! Rende excelentes fotos.;3.0;set de 2012
A vista do espaço é maravilhosa. No ponto de saída do elevador o turista pode ter uma visão panorâmica da cidade. Logo abaixo, na saída, um encontro com o Mercado Modelo para boas compras de viagem.;4.0;nov de 2012
ta achando que é panoramico? fechado...serve mesmo para a ligacao da cidade alta com a baixa...é bom para apos o pelourinho vc descer na frente do mercado modelo...;3.0;set de 2012
Tem uma fila, mas que anda rápido. O valor é muito barato, centavos.  A vista é linda. mas falta cuidados da prefeitura no local. E limpeza também !;4.0;dez de 2011
Liga a cidade baixa a cidade alta por,15 centavos, e histórico, visual bonito mas a falta de limpeza me deixa triste!!! Salvador e uma linda cidade , vitima do descaso de uma prefeitura do Pt que deixou a cidade em péssimo estado, realmente uma pena!!;3.0;nov de 2012
O elevador liga a ANTIGA salvador as NOVAS arquiteturas de salvador. o valor atual é de R$ 0,15 para subir ou descer do mesmo.;4.0;out de 2012
Tem a particularidade de ser um equipamento que na verdade é um transporte público entre a cidade alta e a cidade baixa. A fachada se destaca tanto pela altura quanto pelo estado de conservação comparado a outros imóveis na praça Visconde de Cairu. Pena que não é panorâmico, pois a visão seria espetacular.;3.0;set de 2012
transporte barato q liga a cidade baixa a alta, me encanta a vista deste lugar. Venha a Salvador e faça um passeio, vão amar.;4.0;set de 2012
esse elevador  devia ser a bandeira da bahia de tão lindo e conhecido,de vez em quando está em reforma,mais quando está funcionando é uma maravilha,liga a cidade alta a cidade baixa em salvador.ficar de cima é umaa paisagem fora do comum,e embaixo tem o mercado modelo.;5.0;ago de 2012
Muito legal e recomendo visita. Porém os redores do local é muito sujo e apresenta-se com muitas pessoas te abordando.;3.0;set de 2012
Bonito e mal conservado, como inúmeros pontos turísticos de Salvador. Sobrevive sempre com uma ou outra cabine interditada para reparos que nunca terminam. Bem que podiam fazer um projeto futurista com cabines transparentes para a vista linda que se tem dele.;3.0;ago de 2012
a parte linda da cidade é vista da praça na cidade alta, note que as fotos são todas tiradas da praça, o elevador é só uma passagem da cidade alta para a cidade baixa, mas sua construção foi importante pois ao descer, fica fácil visitar o mercado e mesmo fazer um passeio de catamarã na capitania.;3.0;out de 2011
Falta uma boa reforma, mau ventilado. Evite principalmente no alto verão e durante o dia. Apenas as fotos de um belo por do Sol na Praça Thomé de Souza valem o passeio.;4.0;ago de 2012
Ele liga a Cidade Alta a Cidade Baixa....Antigamente era o único meio de transporte que ligava as duas. É bonito e confortável.;5.0;ago de 2012
Boa escolha para quem está no Centro da cidade de Salvador e quer ir de forma prática e rápida para a Cidade Baixa. Na cidade baixa está pontos turísticos famosos como o Mercado Modelo, Terminal Rodoviário de Ferry- Boat, Mercado do Peixe, entre outros. Uma pequena taxa é cobrada, mas são apenas centavos. ;4.0;jan de 2012
O Elevador Lacerda liga a cidade baixa à cidade alta, em Salvador. Inaugurado nos anos 70 do século passado, é a melhor opção para se chegar rapidamente do Mercado Modelo à Praça Visconde de Cayru, onde se tem museus e prédios de arquitetura variada. Da praça ao Pelourinho é bem próximo, e dá pra caminhar e curtir essa parte histórica de Salvador.O pôr-do-sol é incrível e dá pra tomar um bom sorvete por lá.Sugestão: passe uma tarde peruando e comprando no Mercado Modelo e imediações, e suba no Elevador Lacerda para ver o pôr-do-sol na Baia de Todos os Santos no fim da tarde. É lindo.Ah, tem uma sorveteria bacana na entrada, vale muito pra combater o calor.;5.0;ago de 2012
Inaugurado em 1873, é o principal acesso a pé para cidade nova, o local por si só, não têm nada demais, porém facilita o acesso para o mirante na parte superior, que possui uma linda vista da baia de todos os santos. É cobrada uma pequena contribuição para a manutenção do Elevador.;3.0;set de 2011
O elevador Lacerda é um ícone do turismo brasileiro e famoso mundialmente. Da eclética arquitetura da praça municipal (neo clássico, rococó, barroco, futurista e bauhaus), pode-se ter uma vista fantástica para as ilhas, a baía de Todos os Santos e a cidade baixa. Além do magnífico por do sol na baía - a vista é realmente linda!!;5.0;jul de 2012
Barato, rápido e eficiente!Grande decepção: não tem vista panorâmica. Poderia cobrar mais caro e modernizar (custa R$ 0,15).;3.0;jul de 2012
Vale mais para dizer que andou nele.É um dos símbolos de Salvador,mas não tem nada de mais.Útil para chegar rápido ao Pelourinho.;2.0;ago de 2011
Na parte superior do elevador encontramos uma bela vista. Cuidado com seus pertences e máquinas fotográficas nessa área...muitos malandros....dentro de elevador também! Ao chegar no andar inferior...encontramos uma cidade feia, com ares de área industrial abandonada.;3.0;jan de 2012
Não sei por que é ponto turístico...mal conservado, fedido, filas gigantescas. O que compensa é descer e ver o Mercado;3.0;mai de 2012
Vista maravilhosa. Vale a pena subir para tirar fotos pois tem a vista do porto, do mercado e do mar. Vale a pena.;4.0;abr de 2012
